"NIT","RAZON SOCIAL","AÑO","MES","MUNICIPIO","ESTRATO","No. SUSCRIPTORES ACUEDUCTO","CONSUMO M3 ACUEDUCTO","PROMEDIO CONSUMO ACUEDUCTO","No. SUSCRIPTORES ALCANTARILLADO","CONSUMO M3 ALCANTARILLADO","PROMEDIO CONSUMO ALCANTARILLADO"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","SALAMINA","Estrato2","1.551","12.271","7.91","1.525","11.955","7.84"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","SALAMINA","Estrato3","775","6.76","8.72","774","6.759","8.73"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","SALAMINA","Estrato4","19","249","13.11","19","249","13.11"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","SALAMINA","Estrato5","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","SALAMINA","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","SALAMINA","Industrial","2","4","2","1","1","1"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","SALAMINA","Comercial","291","2.233","7.67","287","2.147","7.48"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","SALAMINA","Publico / Oficial","43","2.712","63.07","41","2.708","66.05"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","SAMANA","Estrato1","581","3.824","6.58","348","2.45","7.04"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","SAMANA","Estrato2","930","6.666","7.17","840","5.805","6.91"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","SAMANA","Estrato3","469","3.787","8.07","458","3.709","8.1"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","SAMANA","Estrato4","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","SAMANA","Estrato5","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","SAMANA","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","SAMANA","Industrial","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","SAMANA","Comercial","0","0","0","197","1.119","5.68"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","SAMANA","Publico / Oficial","0","0","0","22","869","39.5"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","SAN JOSE","Estrato1","0","0","0","94","650","6.91"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","SAN JOSE","Estrato2","0","0","0","302","2.365","7.83"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","SAN JOSE","Estrato3","0","0","0","27","110","4.07"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","SAN JOSE","Estrato4","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","SAN JOSE","Estrato5","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","SAN JOSE","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","SAN JOSE","Industrial","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","SAN JOSE","Comercial","0","0","0","62","286","4.61"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","SAN JOSE","Publico / Oficial","0","0","0","19","378","19.89"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","SUPIA","Estrato1","0","0","0","45","659","14.64"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","SUPIA","Estrato2","0","0","0","2.329","27.636","11.87"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","SUPIA","Estrato3","0","0","0","1.548","18.058","11.67"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","SUPIA","Estrato4","0","0","0","8","128","16"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","SUPIA","Estrato5","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","SUPIA","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","SUPIA","Industrial","0","0","0","3","18","6"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","SUPIA","Comercial","0","0","0","267","4.028","15.09"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","SUPIA","Publico / Oficial","0","0","0","46","2.996","65.13"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","VICTORIA","Estrato1","0","0","0","476","4.098","8.61"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","VICTORIA","Estrato2","0","0","0","518","5.224","10.08"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","VICTORIA","Estrato3","0","0","0","248","2.382","9.6"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","VICTORIA","Estrato4","2","55","27.5","2","55","27.5"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","VICTORIA","Estrato5","1","48","48","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","VICTORIA","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","VICTORIA","Industrial","1","2","2","1","2","2"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","VICTORIA","Comercial","127","1.153","9.08","110","809","7.35"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","VICTORIA","Publico / Oficial","22","1.174","53.36","17","906","53.29"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","VITERBO","Estrato1","922","13.247","14.37","892","12.621","14.15"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","VITERBO","Estrato2","1.226","17.516","14.29","1.185","16.718","14.11"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","VITERBO","Estrato3","1.205","17.472","14.5","1.157","16.44","14.21"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","VITERBO","Estrato4","296","4.443","15.01","4","16","4"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","VITERBO","Estrato5","10","156","15.6","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","VITERBO","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","VITERBO","Industrial","2","4","2","2","4","2"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","VITERBO","Comercial","215","2.332","10.85","205","1.951","9.52"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","AGOSTO","VITERBO","Publico / Oficial","38","2.72","71.58","35","1.905","54.43"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","AGUADAS","Estrato1","1.087","8.392","7.72","989","7.648","7.73"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","AGUADAS","Estrato2","2.195","20.19","9.2","2.03","19.432","9.57"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","AGUADAS","Estrato3","487","5.208","10.69","479","5.145","10.74"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","AGUADAS","Estrato4","19","136","7.16","16","113","7.06"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","AGUADAS","Estrato5","1","4","4","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","AGUADAS","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","AGUADAS","Industrial","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","AGUADAS","Comercial","0","0","0","354","3.603","10.18"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","AGUADAS","Publico / Oficial","0","0","0","38","3.296","86.74"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","ANSERMA","Estrato1","0","0","0","1.223","11.043","9.03"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","ANSERMA","Estrato2","0","0","0","1.686","15.037","8.92"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","ANSERMA","Estrato3","0","0","0","3.017","25.85","8.57"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","ANSERMA","Estrato4","0","0","0","189","1.582","8.37"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","ANSERMA","Estrato5","0","0","0","1","49","49"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","ANSERMA","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","ANSERMA","Industrial","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","ANSERMA","Comercial","0","0","0","531","4.179","7.87"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","ANSERMA","Publico / Oficial","0","0","0","45","3.175","70.56"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","ARAUCA","Estrato1","0","0","0","597","6.54","10.95"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","ARAUCA","Estrato2","0","0","0","607","8.326","13.72"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","ARAUCA","Estrato3","0","0","0","35","448","12.8"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","ARAUCA","Estrato4","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","ARAUCA","Estrato5","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","ARAUCA","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","ARAUCA","Industrial","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","ARAUCA","Comercial","0","0","0","88","1.015","11.53"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","ARAUCA","Publico / Oficial","0","0","0","11","459","41.73"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","ARMA","Estrato1","0","0","0","30","270","9"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","ARMA","Estrato2","0","0","0","284","2.425","8.54"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","ARMA","Estrato3","37","405","10.95","25","209","8.36"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","ARMA","Estrato4","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","ARMA","Estrato5","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","ARMA","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","ARMA","Industrial","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","ARMA","Comercial","0","0","0","46","161","3.5"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","ARMA","Publico / Oficial","0","0","0","6","266","44.33"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","BELALCAZAR","Estrato1","0","0","0","327","3.134","9.58"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","BELALCAZAR","Estrato2","0","0","0","545","5.29","9.71"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","BELALCAZAR","Estrato3","0","0","0","349","3.043","8.72"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","BELALCAZAR","Estrato4","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","BELALCAZAR","Estrato5","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","BELALCAZAR","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","BELALCAZAR","Industrial","1","4","4","1","4","4"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","BELALCAZAR","Comercial","112","1.148","10.25","97","910","9.38"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","BELALCAZAR","Publico / Oficial","26","832","32","23","789","34.3"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","CHINCHINA","Estrato1","1.856","26.412","14.23","1.775","25.061","14.12"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","CHINCHINA","Estrato2","4.797","67.32","14.03","4.587","63.745","13.9"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","CHINCHINA","Estrato3","3.26","45.798","14.05","3.248","45.543","14.02"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","CHINCHINA","Estrato4","1.696","22.086","13.02","1.691","21.94","12.97"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","CHINCHINA","Estrato5","266","3.534","13.29","261","3.363","12.89"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","CHINCHINA","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","CHINCHINA","Industrial","8","109.868","13,733.5","5","100.732","20,146.4"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","CHINCHINA","Comercial","958","15.447","16.12","915","13.636","14.9"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","CHINCHINA","Publico / Oficial","82","6.813","83.09","80","6.728","84.1"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","FILADELFIA","Estrato1","255","2.271","8.91","223","1.925","8.63"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","FILADELFIA","Estrato2","615","4.978","8.09","607","4.595","7.57"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","FILADELFIA","Estrato3","508","4.156","8.18","506","4.118","8.14"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","FILADELFIA","Estrato4","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","FILADELFIA","Estrato5","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","FILADELFIA","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","FILADELFIA","Industrial","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","FILADELFIA","Comercial","0","0","0","97","664","6.85"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","FILADELFIA","Publico / Oficial","0","0","0","22","1.739","79.05"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","GUARINOCITO","Estrato1","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","GUARINOCITO","Estrato2","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","GUARINOCITO","Estrato3","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","GUARINOCITO","Estrato4","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","GUARINOCITO","Estrato5","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","GUARINOCITO","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","GUARINOCITO","Industrial","1","37","37","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","GUARINOCITO","Comercial","81","4.728","58.37","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","GUARINOCITO","Publico / Oficial","9","404","44.89","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","KILOMETRO 41","Estrato1","142","1.694","11.93","32","397","12.41"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","KILOMETRO 41","Estrato2","300","3.603","12.01","217","2.576","11.87"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","KILOMETRO 41","Estrato3","63","855","13.57","21","227","10.81"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","KILOMETRO 41","Estrato4","15","409","27.27","2","113","56.5"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","KILOMETRO 41","Estrato5","41","214","5.22","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","KILOMETRO 41","Estrato6","2","91","45.5","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","KILOMETRO 41","Industrial","1","220","220","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","KILOMETRO 41","Comercial","23","416","18.09","10","34","3.4"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","KILOMETRO 41","Publico / Oficial","9","201","22.33","7","193","27.57"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","LA DORADA","Estrato1","4.502","78.997","17.55","4.093","65.273","15.95"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","LA DORADA","Estrato2","9.037","128.156","14.18","9.046","127.963","14.15"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","LA DORADA","Estrato3","4.401","72.97","16.58","4.385","72.007","16.42"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","LA DORADA","Estrato4","389","21.448","55.14","321","5.662","17.64"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","LA DORADA","Estrato5","68","3.632","53.41","4","66","16.5"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","LA DORADA","Estrato6","14","421","30.07","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","LA DORADA","Industrial","3","2.62","873.33","2","2.177","1,088.5"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","LA DORADA","Comercial","1.293","25.736","19.9","1.268","23.318","18.39"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","LA DORADA","Publico / Oficial","110","63.447","576.79","102","17.021","166.87"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","MANZANARES","Estrato1","352","2.344","6.66","287","1.747","6.09"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","MANZANARES","Estrato2","1.431","10.424","7.28","1.169","8.039","6.88"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","MANZANARES","Estrato3","525","4.137","7.88","510","4.015","7.87"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","MANZANARES","Estrato4","13","137","10.54","13","137","10.54"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","MANZANARES","Estrato5","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","MANZANARES","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","MANZANARES","Industrial","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","MANZANARES","Comercial","0","0","0","236","2.361","10"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","MANZANARES","Publico / Oficial","0","0","0","27","877","32.48"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","MARMATO","Estrato1","0","0","0","33","516","15.64"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","MARMATO","Estrato2","0","0","0","392","6.603","16.84"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","MARMATO","Estrato3","0","0","0","2","25","12.5"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","MARMATO","Estrato4","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","MARMATO","Estrato5","0","0","0","0","0","0"
