AÑO,Mes,Tipo de Estado,Categoria,DESCRIPCION,VALOR
2022,12,Estado de Situación Financiera,PASIVOS,PRIMA DE VACACIONES,136354275
2022,12,Estado de Situación Financiera,PASIVOS,BENEFICIOS A LOS EMPLEADOS A LARGO PLAZO,713457266
2022,12,Estado de Situación Financiera,PASIVOS,OTROS BENEFICIOS A LOS EMPLEADOS A LARGO PLAZO,713457266
2022,12,Estado de Situación Financiera,PASIVOS,BENEFICIOS POSEMPLEO - PENSIONES,210056370.4
2022,12,Estado de Situación Financiera,PASIVOS,CALCULO ACTUARIAL DE FUTURAS PENSIONES,210056370.4
2022,12,Estado de Situación Financiera,PASIVOS,OTROS PASIVOS,10873956023.83
2022,12,Estado de Situación Financiera,PASIVOS,RECURSOS RECIBIDOS EN ADMINISTRACION,9234811243.81
2022,12,Estado de Situación Financiera,PASIVOS,EN ADMINISTRACION,9234811243.81
2022,12,Estado de Situación Financiera,PASIVOS,INGRESOS RECIBIDOS POR ANTICIPADO,1639144780.02
2022,12,Estado de Situación Financiera,PASIVOS,INTERESES,1639144780.02
2022,12,Estado de Situación Financiera,PATRIMONIO,PATRIMONIO,166702958231.83
2022,12,Estado de Situación Financiera,PATRIMONIO,PATRIMONIO INSTITUCIONAL,166702958231.83
2022,12,Estado de Situación Financiera,PATRIMONIO,CAPITAL FISCAL,86186682013.67
2022,12,Estado de Situación Financiera,PATRIMONIO,CAPITAL FISCAL,86186682013.67
2022,12,Estado de Situación Financiera,PATRIMONIO,RESERVAS,41639880335.81
2022,12,Estado de Situación Financiera,PATRIMONIO,FONDOS PATRIMONIALES,13917019938
2022,12,Estado de Situación Financiera,PATRIMONIO,OTRAS RESERVAS,27722860397.81
2022,12,Estado de Situación Financiera,PATRIMONIO,UTILIDAD O PERDIDA DE EJERC. ANTERIO.,32801163386.22
2022,12,Estado de Situación Financiera,PATRIMONIO,UTILIDAD O PERDIDA EJERC. ANTERIO.,32801163386.22
2022,12,Estado de Situación Financiera,PATRIMONIO,RESULTADOS DEL EJERCICIO,1071515154.41
2022,12,Estado de Situación Financiera,PATRIMONIO,UTILIDAD O EXCEDENTE DEL EJERCICIO,1071515154.41
2022,12,Estado de Situación Financiera,PATRIMONIO,INVERSIONES EN SOCIEDADES PUBLICAS,1106029840.51
2022,12,Estado de Situación Financiera,PATRIMONIO,INVERSIONES EN ENTIDADES PRIVADAS,4040045507.77
2022,12,Estado de Situación Financiera,PATRIMONIO,AJUSTES NICSP INVERSIONES,-5146075348.28
2022,12,Estado de Situación Financiera,PATRIMONIO,GAN O PÉRD INVER DE ADMIN LIQUID VAL RAZ CON (ORI),104292817.58
2022,12,Estado de Situación Financiera,PATRIMONIO,ENTIDADES PRIVADAS,104292817.58
2022,12,Estado de Situación Financiera,PATRIMONIO,GAN O PÉRD APLIC MÉTOD PART PATR INVER ASOCIADAS,4899424524.14
2022,12,Estado de Situación Financiera,PATRIMONIO,INVERSIONES EMP INDUS Y COMERC DEL EST SOCIETARIAS,7909488550.74
2022,12,Estado de Situación Financiera,PATRIMONIO,INVERSIONES EN ENTIDADES PRIVADAS,-3010064026.6
2023,12,Estado de Situación Financiera,ACTIVOS,ACTIVOS,415290302128.13
2023,12,Estado de Situación Financiera,ACTIVOS,EFECTIVO Y EQUIVALENTES AL EFECTIVO,80117506281.49
2023,12,Estado de Situación Financiera,ACTIVOS,DEPOSITOS EN INSTITUCIONES FINANCIERAS,80117506281.49
2023,12,Estado de Situación Financiera,ACTIVOS,CUENTA CORRIENTE,3406634892.61
2023,12,Estado de Situación Financiera,ACTIVOS,CUENTA DE AHORRO,76710871388.88
2023,12,Estado de Situación Financiera,ACTIVOS,INVERSIONES E INSTRUMENTOS DERIVADOS,55918607701.36
2023,12,Estado de Situación Financiera,ACTIVOS,INVERSION DE ADMON DE LIQUIDEZ A VALOR DE MERCADO,478385600
2023,12,Estado de Situación Financiera,ACTIVOS,ENTIDADES PRIVADAS,478385600
2023,12,Estado de Situación Financiera,ACTIVOS,INVERSIONES DE ADMINISTRACION DE LIQUIDEZ AL COSTO,13131133409.88
2023,12,Estado de Situación Financiera,ACTIVOS,ACCIONES ORDINARIAS,13131133409.88
2023,12,Estado de Situación Financiera,ACTIVOS,INVER EN ASOC. CONTAB POR EL METODO DE PART PATRIM,43224518616.74
2023,12,Estado de Situación Financiera,ACTIVOS,ENTIDADES PRIVADAS,7728563753.47
2023,12,Estado de Situación Financiera,ACTIVOS,EMPRESAS INDUS. Y COMERC. DEL ESTADO - SOCIETARIAS,35495954863.27
2023,12,Estado de Situación Financiera,ACTIVOS,PROVISION PARA PROTECCION DE INVERSIONES,915429925.26
2023,12,Estado de Situación Financiera,ACTIVOS,INVERSIONES DE ADMINISTRACION DE LIQUIDEZ AL COSTO,915429925.26
2023,12,Estado de Situación Financiera,ACTIVOS,CUENTAS POR COBRAR,497410596
2023,12,Estado de Situación Financiera,ACTIVOS,OTRAS CUENTAS POR COBRAR,497410596
2023,12,Estado de Situación Financiera,ACTIVOS,OTRAS CUENTAS POR COBRAR,497410596
2023,12,Estado de Situación Financiera,ACTIVOS,DEUDORES,259875899219.71
2023,12,Estado de Situación Financiera,ACTIVOS,PRESTAMOS CONCEDIDOS,269452255815.28
2023,12,Estado de Situación Financiera,ACTIVOS,PRESTAMOS DE FOMENTO Y DSLLO REGIONAL,269379521822.46
2023,12,Estado de Situación Financiera,ACTIVOS,CREDITOS A EMPLEADOS,72733992.82
2023,12,Estado de Situación Financiera,ACTIVOS,PROVISION PARA DEUDORES (CR),9576356595.57
2023,12,Estado de Situación Financiera,ACTIVOS,PRESTAMOS CONCEDIDOS,9576356595.57
2023,12,Estado de Situación Financiera,ACTIVOS,"PROPIEDADES, PLANTA  Y EQUIPO",4759282978.51
2023,12,Estado de Situación Financiera,ACTIVOS,TERRENOS,1370658107.66
2023,12,Estado de Situación Financiera,ACTIVOS,URBANOS,1370658107.66
2023,12,Estado de Situación Financiera,ACTIVOS,EDIFICACIONES,1728332425.32
2023,12,Estado de Situación Financiera,ACTIVOS,OFICINAS,1728332425.32
2023,12,Estado de Situación Financiera,ACTIVOS,"MUEBLES, ENSERES Y EQUIPO DE OFICINA",1580577234.72
2023,12,Estado de Situación Financiera,ACTIVOS,MUEBLES Y ENSERES,1292735557
2023,12,Estado de Situación Financiera,ACTIVOS,EQUIPOS Y MAQUINAS DE OFICINA,287841677.72
2023,12,Estado de Situación Financiera,ACTIVOS,EQUIPO DE COMUNICACION Y COMPUTO,2893038053.95
2023,12,Estado de Situación Financiera,ACTIVOS,EQUIPO DE COMUNICACION,91425400
2023,12,Estado de Situación Financiera,ACTIVOS,EQUIPO DE COMPUTACION,2801612653.95
2023,12,Estado de Situación Financiera,ACTIVOS,EQUIPOS DE TRANSPORTE,958100219
2023,12,Estado de Situación Financiera,ACTIVOS,TERRESTRE,958100219
2023,12,Estado de Situación Financiera,ACTIVOS,BIENES DE ARTE Y CULTURA,14930239.5
2023,12,Estado de Situación Financiera,ACTIVOS,OBRAS DE ARTE,14930239.5
2023,12,Estado de Situación Financiera,ACTIVOS,DEPRECIACION ACUMULADA,3786353301.64
2023,12,Estado de Situación Financiera,ACTIVOS,EDIFICACIONES,741457928.02
2023,12,Estado de Situación Financiera,ACTIVOS,MUEBLES ENSERES Y EQUIPOS DE OFICINA,1125366314.25
2023,12,Estado de Situación Financiera,ACTIVOS,EQUIPO DE COMUNICACION Y COMPUTO,1703532678.73
2023,12,Estado de Situación Financiera,ACTIVOS,EQUIPO DE TRANSPORTE,215996380.64
2023,12,Estado de Situación Financiera,ACTIVOS,OTROS ACTIVOS,14121595351.06
2023,12,Estado de Situación Financiera,ACTIVOS,PROPIEDADES DE INVERSION,13732515966
2023,12,Estado de Situación Financiera,ACTIVOS,TERRENOS,12217632112
2023,12,Estado de Situación Financiera,ACTIVOS,EDIFICACIONES,1514883854
2023,12,Estado de Situación Financiera,ACTIVOS,INTANGIBLES,2402730342.1
2023,12,Estado de Situación Financiera,ACTIVOS,LICENCIAS,629646445.48
2023,12,Estado de Situación Financiera,ACTIVOS,SOFTWARE,1773083896.62
2023,12,Estado de Situación Financiera,ACTIVOS,AMORTIZACION ACUMULADA INTANGIBLE,2013650957.04
2023,12,Estado de Situación Financiera,ACTIVOS,LICENCIAS,590468915.28
2023,12,Estado de Situación Financiera,ACTIVOS,SOFTWARE,1423182041.76
2023,12,Estado de Situación Financiera,PASIVOS,PASIVOS,218881027991.28
2023,12,Estado de Situación Financiera,PASIVOS,OPERACIONES DE INSTITUCIONES FINANCIERAS,204738052329.61
2023,12,Estado de Situación Financiera,PASIVOS,OPERACIONES DE CAPTACION Y SERV.FCIE,204738052329.61
2023,12,Estado de Situación Financiera,PASIVOS,CERTIFICADOS DE DEPOSITOS A TERMINO,23839159003
2023,12,Estado de Situación Financiera,PASIVOS,DEPOSITOS DE AHORROS,179245586312.9
2023,12,Estado de Situación Financiera,PASIVOS,DEPOSITOS ESPECIALES,1653307013.71
2023,12,Estado de Situación Financiera,PASIVOS,CUENTAS POR PAGAR,4442967297.59
2023,12,Estado de Situación Financiera,PASIVOS,ADQUISICION DE BIENES Y SERVICIOS NALES,2518195978
2023,12,Estado de Situación Financiera,PASIVOS,BIENES Y SERVICIOS,2518195978
2023,12,Estado de Situación Financiera,PASIVOS,RECURSOS A FAVOR DE TERCEROS,825466330
2023,12,Estado de Situación Financiera,PASIVOS,ESTAMPILLAS,825466330
2023,12,Estado de Situación Financiera,PASIVOS,DESCUENTOS DE NOMINA,58736710.54
2023,12,Estado de Situación Financiera,PASIVOS,SINDICATOS,74479
2023,12,Estado de Situación Financiera,PASIVOS,FONDOS DE EMPLEADOS,488543
2023,12,Estado de Situación Financiera,PASIVOS,LIBRANZAS,4900000
2023,12,Estado de Situación Financiera,PASIVOS,CONTRATOS DE MEDICINA PREPAGADA,47000
2023,12,Estado de Situación Financiera,PASIVOS,SEGUROS,789356
2023,12,Estado de Situación Financiera,PASIVOS,OTROS DESCUENTOS DE NOMINA,52437332.54
2023,12,Estado de Situación Financiera,PASIVOS,"RETENCION EN LA FUENTE, IMPTO TIMBRE",406001826
2023,12,Estado de Situación Financiera,PASIVOS,RETENCION HONORARIOS,168659477
2023,12,Estado de Situación Financiera,PASIVOS,RETENCION SERVICIOS,28360277
2023,12,Estado de Situación Financiera,PASIVOS,RETENCION ARRENDAMIENTO,716286
2023,12,Estado de Situación Financiera,PASIVOS,RETENCION RENDIMIENTOS FINANCIEROS,46415
2023,12,Estado de Situación Financiera,PASIVOS,RETENCION COMPRAS,12604850
2023,12,Estado de Situación Financiera,PASIVOS,RETENCION SALARIOS-EMPLEADOS ART. 383 ET,59963536
2023,12,Estado de Situación Financiera,PASIVOS,IMPUESTO A LAS VENTA RETENIDO,123148055
2023,12,Estado de Situación Financiera,PASIVOS,RETENCION DE IMPUESTO DE INDUSTRIA Y COM,12502930
2023,12,Estado de Situación Financiera,PASIVOS,IMPUESTOS CONTRIBUCIONES Y TASAS POR PAG,21672950
2023,12,Estado de Situación Financiera,PASIVOS,OTROS IMPUESTOS DEPARTAMENTALES,21672950
2023,12,Estado de Situación Financiera,PASIVOS,OTRAS CUENTAS POR PAGAR,612893503.05
2023,12,Estado de Situación Financiera,PASIVOS,ESQUEMAS DE PAGO,546430161.21
2023,12,Estado de Situación Financiera,PASIVOS,SEGUROS,1389436
2023,12,Estado de Situación Financiera,PASIVOS,CHEQUES NO COBRADOS O POR RECLAMAR,65073905.84
2023,12,Estado de Situación Financiera,PASIVOS,OBLIGACIONES LABORALES,1213279019.4
2023,12,Estado de Situación Financiera,PASIVOS,BENEFICIOS A LOS EMPLEADOS A CORTO PLAZO,347952132
2023,12,Estado de Situación Financiera,PASIVOS,VACACIONES,214755568
2023,12,Estado de Situación Financiera,PASIVOS,PRIMA DE VACACIONES,133196564
2023,12,Estado de Situación Financiera,PASIVOS,BENEFICIOS A LOS EMPLEADOS A LARGO PLAZO,655270517
2023,12,Estado de Situación Financiera,PASIVOS,OTROS BENEFICIOS A LOS EMPLEADOS A LARGO PLAZO,655270517
2023,12,Estado de Situación Financiera,PASIVOS,BENEFICIOS POSEMPLEO - PENSIONES,210056370.4
2023,12,Estado de Situación Financiera,PASIVOS,CALCULO ACTUARIAL DE FUTURAS PENSIONES,210056370.4
2023,12,Estado de Situación Financiera,PASIVOS,OTROS PASIVOS,8486729344.68
2023,12,Estado de Situación Financiera,PASIVOS,RECURSOS RECIBIDOS EN ADMINISTRACION,8486729344.68
2023,12,Estado de Situación Financiera,PASIVOS,EN ADMINISTRACION,8486729344.68
2023,12,Estado de Situación Financiera,PATRIMONIO,PATRIMONIO,196409274136.84
2023,12,Estado de Situación Financiera,PATRIMONIO,PATRIMONIO INSTITUCIONAL,196409274136.84
2023,12,Estado de Situación Financiera,PATRIMONIO,CAPITAL FISCAL,86186682013.67
2023,12,Estado de Situación Financiera,PATRIMONIO,CAPITAL FISCAL,86186682013.67
2023,12,Estado de Situación Financiera,PATRIMONIO,RESERVAS,67857089450.81
2023,12,Estado de Situación Financiera,PATRIMONIO,FONDOS PATRIMONIALES,20010635172.55
2023,12,Estado de Situación Financiera,PATRIMONIO,OTRAS RESERVAS,47846454278.26
2023,12,Estado de Situación Financiera,PATRIMONIO,UTILIDAD O PERDIDA DE EJERC. ANTERIO.,33743457845.63
2023,12,Estado de Situación Financiera,PATRIMONIO,UTILIDAD O PERDIDA EJERC. ANTERIO.,33743457845.63
2023,12,Estado de Situación Financiera,PATRIMONIO,RESULTADOS DEL EJERCICIO,124359494.58
2023,12,Estado de Situación Financiera,PATRIMONIO,UTILIDAD O EXCEDENTE DEL EJERCICIO,7322114019.09
2023,12,Estado de Situación Financiera,PATRIMONIO,PERDIDA DEL EJERCICIO,-7197754524.51
2023,12,Estado de Situación Financiera,PATRIMONIO,INVERSIONES EN SOCIEDADES PUBLICAS,1106029840.51
2023,12,Estado de Situación Financiera,PATRIMONIO,INVERSIONES EN ENTIDADES PRIVADAS,4040045507.77
2023,12,Estado de Situación Financiera,PATRIMONIO,AJUSTES NICSP INVERSIONES,-5146075348.28
2023,12,Estado de Situación Financiera,PATRIMONIO,GAN O PÉRD INVER DE ADMIN LIQUID VAL RAZ CON (ORI),90662257.58
2023,12,Estado de Situación Financiera,PATRIMONIO,ENTIDADES PRIVADAS,90662257.58
2023,12,Estado de Situación Financiera,PATRIMONIO,GAN O PÉRD APLIC MÉTOD PART PATR INVER ASOCIADAS,8407023074.57
2023,12,Estado de Situación Financiera,PATRIMONIO,INVERSIONES EMP INDUS Y COMERC DEL EST SOCIETARIAS,11417087101.17
2023,12,Estado de Situación Financiera,PATRIMONIO,INVERSIONES EN ENTIDADES PRIVADAS,-3010064026.6
2024,12,Estado de Situación Financiera,ACTIVOS,ACTIVOS,697201549870.33
2024,12,Estado de Situación Financiera,ACTIVOS,EFECTIVO Y EQUIVALENTES AL EFECTIVO,326338392354.21
2024,12,Estado de Situación Financiera,ACTIVOS,DEPOSITOS EN INSTITUCIONES FINANCIERAS,326338392354.21
2024,12,Estado de Situación Financiera,ACTIVOS,CUENTA CORRIENTE,6919976.65
2024,12,Estado de Situación Financiera,ACTIVOS,CUENTA DE AHORRO,326331472377.56
2024,12,Estado de Situación Financiera,ACTIVOS,INVERSIONES E INSTRUMENTOS DERIVADOS,56862981603.2
2024,12,Estado de Situación Financiera,ACTIVOS,INVERSION DE ADMON DE LIQUIDEZ A VALOR DE MERCADO,493131600
2024,12,Estado de Situación Financiera,ACTIVOS,ENTIDADES PRIVADAS,493131600
2024,12,Estado de Situación Financiera,ACTIVOS,INVERSIONES DE ADMINISTRACION DE LIQUIDEZ AL COSTO,13131133409.88
2024,12,Estado de Situación Financiera,ACTIVOS,ACCIONES ORDINARIAS,13131133409.88
2024,12,Estado de Situación Financiera,ACTIVOS,INVER EN ASOC. CONTAB POR EL METODO DE PART PATRIM,44172505557.81
2024,12,Estado de Situación Financiera,ACTIVOS,ENTIDADES PRIVADAS,7649206346.32
2024,12,Estado de Situación Financiera,ACTIVOS,EMPRESAS PUBLICAS SOCIETARIAS,36523299211.49
2024,12,Estado de Situación Financiera,ACTIVOS,PROVISION PARA PROTECCION DE INVERSIONES,933788964.49
2024,12,Estado de Situación Financiera,ACTIVOS,INVERSIONES DE ADMINISTRACION DE LIQUIDEZ AL COSTO,933788964.49
2024,12,Estado de Situación Financiera,ACTIVOS,CUENTAS POR COBRAR,3753725638
2024,12,Estado de Situación Financiera,ACTIVOS,OTRAS CUENTAS POR COBRAR,3753725638
2024,12,Estado de Situación Financiera,ACTIVOS,OTRAS CUENTAS POR COBRAR,3753725638
2024,12,Estado de Situación Financiera,ACTIVOS,DEUDORES,290754641734.04
2024,12,Estado de Situación Financiera,ACTIVOS,PRESTAMOS CONCEDIDOS,300387254138.98
2024,12,Estado de Situación Financiera,ACTIVOS,PRESTAMOS DE FOMENTO Y DSLLO REGIONAL,300314520146.16
2024,12,Estado de Situación Financiera,ACTIVOS,CREDITOS A EMPLEADOS,72733992.82
2024,12,Estado de Situación Financiera,ACTIVOS,PROVISION PARA DEUDORES (CR),9632612404.94
2024,12,Estado de Situación Financiera,ACTIVOS,PRESTAMOS CONCEDIDOS,9632612404.94
2024,12,Estado de Situación Financiera,ACTIVOS,"PROPIEDADES, PLANTA  Y EQUIPO",4438992377.45
2024,12,Estado de Situación Financiera,ACTIVOS,TERRENOS,1370658107.66
2024,12,Estado de Situación Financiera,ACTIVOS,URBANOS,1370658107.66
2024,12,Estado de Situación Financiera,ACTIVOS,EDIFICACIONES,1728332425.32
2024,12,Estado de Situación Financiera,ACTIVOS,OFICINAS,1728332425.32
2024,12,Estado de Situación Financiera,ACTIVOS,"MUEBLES, ENSERES Y EQUIPO DE OFICINA",1894827234.72
2024,12,Estado de Situación Financiera,ACTIVOS,MUEBLES Y ENSERES,1606985557
2024,12,Estado de Situación Financiera,ACTIVOS,EQUIPOS Y MAQUINAS DE OFICINA,287841677.72
2024,12,Estado de Situación Financiera,ACTIVOS,EQUIPO DE COMUNICACION Y COMPUTO,2893038053.95
2024,12,Estado de Situación Financiera,ACTIVOS,EQUIPO DE COMUNICACION,91425400
2024,12,Estado de Situación Financiera,ACTIVOS,EQUIPO DE COMPUTACION,2801612653.95
2024,12,Estado de Situación Financiera,ACTIVOS,EQUIPOS DE TRANSPORTE,958100219
2024,12,Estado de Situación Financiera,ACTIVOS,TERRESTRE,958100219
2024,12,Estado de Situación Financiera,ACTIVOS,BIENES DE ARTE Y CULTURA,14930239.5
2024,12,Estado de Situación Financiera,ACTIVOS,OBRAS DE ARTE,14930239.5
2024,12,Estado de Situación Financiera,ACTIVOS,DEPRECIACION ACUMULADA,4420893902.7
2024,12,Estado de Situación Financiera,ACTIVOS,EDIFICACIONES,823700486.86
2024,12,Estado de Situación Financiera,ACTIVOS,MUEBLES ENSERES Y EQUIPOS DE OFICINA,1366181894.58
2024,12,Estado de Situación Financiera,ACTIVOS,EQUIPO DE COMUNICACION Y COMPUTO,1936632591.78
2024,12,Estado de Situación Financiera,ACTIVOS,EQUIPO DE TRANSPORTE,294378929.48
2024,12,Estado de Situación Financiera,ACTIVOS,OTROS ACTIVOS,15052816163.43
2024,12,Estado de Situación Financiera,ACTIVOS,BIENES Y SERVICIOS PAGADOS POR ANTICIP.,112215810
2024,12,Estado de Situación Financiera,ACTIVOS,SEGUROS,112215810
2024,12,Estado de Situación Financiera,ACTIVOS,AVANCES Y ANTICIPOS ENTREGADOS,826967533.09
2024,12,Estado de Situación Financiera,ACTIVOS,ANTICIPOS SOBRE CONVENIOS Y ACUERDOS,826967533.09
2024,12,Estado de Situación Financiera,ACTIVOS,PROPIEDADES DE INVERSION,13732515966
2024,12,Estado de Situación Financiera,ACTIVOS,TERRENOS,12217632112
2024,12,Estado de Situación Financiera,ACTIVOS,EDIFICACIONES,1514883854
2024,12,Estado de Situación Financiera,ACTIVOS,INTANGIBLES,2402730342.1
2024,12,Estado de Situación Financiera,ACTIVOS,LICENCIAS,629646445.48
2024,12,Estado de Situación Financiera,ACTIVOS,SOFTWARE,1773083896.62
2024,12,Estado de Situación Financiera,ACTIVOS,AMORTIZACION ACUMULADA INTANGIBLE,2021613487.76
2024,12,Estado de Situación Financiera,ACTIVOS,LICENCIAS,598431446
2024,12,Estado de Situación Financiera,ACTIVOS,SOFTWARE,1423182041.76
2024,12,Estado de Situación Financiera,PASIVOS,PASIVOS,477987704131.21
2024,12,Estado de Situación Financiera,PASIVOS,OPERACIONES DE INSTITUCIONES FINANCIERAS,467192266242.94
2024,12,Estado de Situación Financiera,PASIVOS,OPERACIONES DE CAPTACION Y SERV.FCIE,467192266242.94
2024,12,Estado de Situación Financiera,PASIVOS,CERTIFICADOS DE DEPOSITOS A TERMINO,41149149635
2024,12,Estado de Situación Financiera,PASIVOS,DEPOSITOS DE AHORROS,424501017520.23
2024,12,Estado de Situación Financiera,PASIVOS,DEPOSITOS ESPECIALES,1542099087.71
2024,12,Estado de Situación Financiera,PASIVOS,CUENTAS POR PAGAR,1533683955.19
2024,12,Estado de Situación Financiera,PASIVOS,ADQUISICION DE BIENES Y SERVICIOS NALES,312133915
2024,12,Estado de Situación Financiera,PASIVOS,BIENES Y SERVICIOS,312133915
2024,12,Estado de Situación Financiera,PASIVOS,RECURSOS A FAVOR DE TERCEROS,295956060
2024,12,Estado de Situación Financiera,PASIVOS,ESTAMPILLAS,295956060
2024,12,Estado de Situación Financiera,PASIVOS,DESCUENTOS DE NOMINA,80079149.14
2024,12,Estado de Situación Financiera,PASIVOS,SINDICATOS,576348
2024,12,Estado de Situación Financiera,PASIVOS,FONDOS DE EMPLEADOS,9589180
2024,12,Estado de Situación Financiera,PASIVOS,LIBRANZAS,15625375
2024,12,Estado de Situación Financiera,PASIVOS,CONTRATOS DE MEDICINA PREPAGADA,57938
2024,12,Estado de Situación Financiera,PASIVOS,OTROS DESCUENTOS DE NOMINA,54230308.14
2024,12,Estado de Situación Financiera,PASIVOS,"RETENCION EN LA FUENTE, IMPTO TIMBRE",267621037
2024,12,Estado de Situación Financiera,PASIVOS,RETENCION HONORARIOS,46623930
2024,12,Estado de Situación Financiera,PASIVOS,RETENCION SERVICIOS,49787981
2024,12,Estado de Situación Financiera,PASIVOS,RETENCION ARRENDAMIENTO,782758
2024,12,Estado de Situación Financiera,PASIVOS,RETENCION RENDIMIENTOS FINANCIEROS,122600
2024,12,Estado de Situación Financiera,PASIVOS,RETENCION COMPRAS,786819
2024,12,Estado de Situación Financiera,PASIVOS,RETENCION SALARIOS-EMPLEADOS ART. 383 ET,76543606
2024,12,Estado de Situación Financiera,PASIVOS,IMPUESTO A LAS VENTA RETENIDO,74245130
2024,12,Estado de Situación Financiera,PASIVOS,RETENCION DE IMPUESTO DE INDUSTRIA Y COM,18728213
2024,12,Estado de Situación Financiera,PASIVOS,OTRAS CUENTAS POR PAGAR,577893794.05
2024,12,Estado de Situación Financiera,PASIVOS,ESQUEMAS DE PAGO,511426689.21
2024,12,Estado de Situación Financiera,PASIVOS,SEGUROS,1389436
2024,12,Estado de Situación Financiera,PASIVOS,CHEQUES NO COBRADOS O POR RECLAMAR,65077668.84
2024,12,Estado de Situación Financiera,PASIVOS,OBLIGACIONES LABORALES,1108709759.4
2024,12,Estado de Situación Financiera,PASIVOS,BENEFICIOS A LOS EMPLEADOS A CORTO PLAZO,358676553
2024,12,Estado de Situación Financiera,PASIVOS,VACACIONES,213267141
2024,12,Estado de Situación Financiera,PASIVOS,PRIMA DE VACACIONES,145409412
2024,12,Estado de Situación Financiera,PASIVOS,BENEFICIOS A LOS EMPLEADOS A LARGO PLAZO,539976836
2024,12,Estado de Situación Financiera,PASIVOS,OTROS BENEFICIOS A LOS EMPLEADOS A LARGO PLAZO,539976836
2024,12,Estado de Situación Financiera,PASIVOS,BENEFICIOS POSEMPLEO - PENSIONES,210056370.4
2024,12,Estado de Situación Financiera,PASIVOS,CALCULO ACTUARIAL DE FUTURAS PENSIONES,210056370.4
2024,12,Estado de Situación Financiera,PASIVOS,OTROS PASIVOS,8153044173.68
2024,12,Estado de Situación Financiera,PASIVOS,RECURSOS RECIBIDOS EN ADMINISTRACION,8153044173.68
2024,12,Estado de Situación Financiera,PASIVOS,EN ADMINISTRACION,8153044173.68
2024,12,Estado de Situación Financiera,PATRIMONIO,PATRIMONIO,219213845739.12
2024,12,Estado de Situación Financiera,PATRIMONIO,PATRIMONIO INSTITUCIONAL,219213845739.12
2024,12,Estado de Situación Financiera,PATRIMONIO,CAPITAL FISCAL,86186682013.67
2024,12,Estado de Situación Financiera,PATRIMONIO,CAPITAL FISCAL,86186682013.67
2024,12,Estado de Situación Financiera,PATRIMONIO,RESERVAS,89149292210.08
2024,12,Estado de Situación Financiera,PATRIMONIO,FONDOS PATRIMONIALES,27610635172.55
2024,12,Estado de Situación Financiera,PATRIMONIO,OTRAS RESERVAS,61538657037.53
2024,12,Estado de Situación Financiera,PATRIMONIO,UTILIDAD O PERDIDA EJERCICIOS ANTERIORES,34182067340.22
2024,12,Estado de Situación Financiera,PATRIMONIO,UTILIDAD O PERDIDA EJERCICIOS ANTERIORES,34182067340.22
2024,12,Estado de Situación Financiera,PATRIMONIO,RESULTADOS DEL EJERCICIO,156028494.78
2024,12,Estado de Situación Financiera,PATRIMONIO,UTILIDAD O EXCEDENTE DEL EJERCICIO,1528135172.84
2024,12,Estado de Situación Financiera,PATRIMONIO,PERDIDA DEL EJERCICIO,-1372106678.06
2024,12,Estado de Situación Financiera,PATRIMONIO,INVERSIONES EN SOCIEDADES PUBLICAS,1106029840.51
2024,12,Estado de Situación Financiera,PATRIMONIO,INVERSIONES EN ENTIDADES PRIVADAS,4040045507.77
2024,12,Estado de Situación Financiera,PATRIMONIO,AJUSTES NICSP INVERSIONES,-5146075348.28
2024,12,Estado de Situación Financiera,PATRIMONIO,GAN O PÉRD INVER DE ADMIN LIQUID VAL RAZ CON (ORI),105408257.58
2024,12,Estado de Situación Financiera,PATRIMONIO,ENTIDADES PRIVADAS,105408257.58
2024,12,Estado de Situación Financiera,PATRIMONIO,GAN O PÉRD APLIC MÉTOD PART PATR INVER ASOCIADAS,9434367422.79
2024,12,Estado de Situación Financiera,PATRIMONIO,INVERSIONES EMP INDUS Y COMERC DEL EST SOCIETARIAS,12444431449.39
2024,12,Estado de Situación Financiera,PATRIMONIO,INVERSIONES EN ENTIDADES PRIVADAS,-3010064026.6
2020,12,Estado de Resultados,INGRESOS,INGRESOS,20447683593.28
2020,12,Estado de Resultados,INGRESOS,VENTA DE SERVICIOS,12774456057.48
2020,12,Estado de Resultados,INGRESOS,OTROS SERVICIOS,12774456057.48
2020,12,Estado de Resultados,INGRESOS,OTROS SERVICIOS,12774456057.48
2020,12,Estado de Resultados,INGRESOS,OTROS INGRESOS,7673227535.8
2020,12,Estado de Resultados,INGRESOS,FINANCIEROS,5695540209.19
2020,12,Estado de Resultados,INGRESOS,INTERESES SOBRE DEPOSITOS EN INST. FINANCIERAS,3932515037.19
2020,12,Estado de Resultados,INGRESOS,INT. DIVID. Y PARTIC. DE INVER. DE ADMON LIQUIDEZ,1755010231
2020,12,Estado de Resultados,INGRESOS,COMISIONES,7600577
2020,12,Estado de Resultados,INGRESOS,OTRSO INGRESOS FINANCIEROS,414364
2020,12,Estado de Resultados,INGRESOS,OTROS INGRESOS ORDINARIOS,1280982559.39
2020,12,Estado de Resultados,INGRESOS,RECUPERACIONES,1279727038.82
2020,12,Estado de Resultados,INGRESOS,OTROS INGRESOS DIVERSOS,1255520.57
2020,12,Estado de Resultados,INGRESOS,GANANCIA APLICL MÉTOD PART PATRIM INVERS ASOCIAD,15670317.15
2020,12,Estado de Resultados,INGRESOS,ENTIDADES PRIVADAS,15670317.15
